101	1.41	0.824	1.3091	2.3237
120	2.05	0.925	3.3469	3.7925
141	1.85	1.32	1.6801	4.884
159	1.68	4.7e-06	2.8224	1.5792e-05
206	1.543	0	2.3808	0
270	1.5	0	2.25	0
334	1.48	0	2.1904	0
405	1.47	0	2.1609	0
486	1.46	0	2.1316	0
588	1.46	0	2.1316	0
668	1.46	0	2.1316	0
707	1.46	0	2.1316	0
852	1.45	0	2.1025	0
894	1.45	0	2.1025	0
1014	1.45	0	2.1025	0
1400	1.44	0	2.0736	0
1530	1.44	0	2.0736	0
1661	1.44	0	2.0736	0
1710	1.44	0	2.0736	0
