621.1875	1.433966321	0.026530245	2.055555556	0.076086957
628.3275862	1.433966321	0.026530245	2.055555556	0.076086957
635.6337209	1.433966321	0.026530245	2.055555556	0.076086957
643.1117647	1.433966321	0.026530245	2.055555556	0.076086957
650.7678571	1.433966321	0.026530245	2.055555556	0.076086957
658.6084337	1.438799353	0.026441128	2.069444444	0.076086957
666.6402439	1.438799353	0.026441128	2.069444444	0.076086957
674.8703704	1.438799353	0.026441128	2.069444444	0.076086957
683.30625	1.438799353	0.026441128	2.069444444	0.076086957
691.9556962	1.438799353	0.026441128	2.069444444	0.076086957
700.8269231	1.438799353	0.026441128	2.069444444	0.076086957
709.9285714	1.438799353	0.026441128	2.069444444	0.076086957
719.2697368	1.443616226	0.026352903	2.083333333	0.076086957
728.86	1.443616226	0.026352903	2.083333333	0.076086957
738.7094595	1.443616226	0.026352903	2.083333333	0.076086957
748.8287671	1.448417102	0.026265554	2.097222222	0.076086957
759.2291667	1.453274291	0.02991745	2.111111111	0.086956522
769.9225352	1.453274291	0.02991745	2.111111111	0.086956522
780.9214286	1.458042938	0.029819603	2.125	0.086956522
792.2391304	1.462796065	0.029722708	2.138888889	0.086956522
803.8897059	1.462876232	0.033436215	2.138888889	0.097826087
815.8880597	1.467613216	0.033328293	2.152777778	0.097826087
828.25	1.467613216	0.033328293	2.152777778	0.097826087
